marca;modelo;estado;cor;quilometragem;end_tag;combustivel;ano;cambio;unico_dono;tipo;versao;direcao;portas;extra;preco;
FIAT;UNO;sp;Vermelho;201362;9;Flex;2010;Manual;Nxe3o;Passeio;UNO MILLE  ELX  2P E 4P;Mecxe2nica;2 portas;alarme, som;11500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fiat-551942486?xtmc=fiat+uno&xtnp=59&xtcr=23
FIAT;UNO;sp;;7686;;Flex;2013;;;;;Hidrxe1ulica;;air bag, ar condicionado, trava elxe9trica, vidro elxe9trico;26900;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-485926479?xtmc=fiat+uno&xtnp=59&xtcr=25
FIAT;UNO;sp;Cinza;150229;8;Gasolina;2002;Manual;;;;;;trava elxe9trica, vidro elxe9trico, som;7000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2002-7mil-sao-paulo-2002-554074397?xtmc=fiat+uno&xtnp=59&xtcr=28
FIAT;UNO;sp;Branco;68000;;Flex;2015;Manual;Nxe3o;;UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P;Elxe9trica;4 portas;;24500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-554074017?xtmc=fiat+uno&xtnp=59&xtcr=29
FIAT;UNO;sp;Preto;73000;9;Flex;2012;Manual;Nxe3o;Passeio;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som;21500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-554063733?xtmc=fiat+uno&xtnp=59&xtcr=30
FIAT;STRADA;sp;Prata;78000;6;Flex;2011;Manual;Nxe3o;Pick-up;STRADA TREKKING 1.4 MPI FIRE FLEX 8V CE;Hidrxe1ulica;2 portas;alarme, trava elxe9trica, vidro elxe9trico, som, sensor de rxe9;26900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-trek-ce-2011-apenas-78mil-km-554052922?xtmc=fiat+uno&xtnp=59&xtcr=31
FIAT;UNO;sp;;25184;;Flex;2017;Manual;;;UNO ATTRACTI. CELEB.1.4 EVO F.FLEX 8V 2P;;4 portas;alarme, ar condicionado, direxe7xe3o hidrxe1ulica, trava elxe9trica, vidro elxe9trico;33000;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2017-1-0-firefly-flex-attractive-4p-manual-554046444?xtmc=fiat+uno&xtnp=59&xtcr=32
FIAT;UNO;sp;Azul;100000;;Flex;2012;Manual;Nxe3o;Passeio;UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P;Mecxe2nica;;alarme, som;13500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-vivace-2012-554032731?xtmc=fiat+uno&xtnp=59&xtcr=34
FIAT;UNO;sp;Prata;93000;7;Flex;2014;Manual;Nxe3o;Passeio;UNO VIVACE CELEB. 1.0 EVO F. FLEX 8V 3P;Hidrxe1ulica;2 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;18500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-1-0-completo-nao-aceito-trocas-554023033?xtmc=fiat+uno&xtnp=59&xtcr=35
FIAT;UNO;sp;Vermelho;124;8;;2008;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;2 portas;alarme, trava elxe9trica, vidro elxe9trico, som, sensor de rxe9;12900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-530923140?xtmc=fiat+uno&xtnp=59&xtcr=36
FIAT;UNO;sp;Azul;56000000;8;Gasolina;1994;Manual;Nxe3o;Passeio;UNO MILLE 1.0 ELECTRONIC 4P;Mecxe2nica;4 portas;vidro elxe9trico;5000;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/vendo-fone-13-35061397-554021119?xtmc=fiat+uno&xtnp=59&xtcr=37
FIAT;UNO;sp;Branco;80644;3;Flex;2013;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;;2 portas;som;15500;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-economy-2013-554020168?xtmc=fiat+uno&xtnp=59&xtcr=38
FIAT;UNO;sp;Preto;156000;9;Gasolina;1993;Manual;Nxe3o;Passeio;UNO MILLE 1.0/ I.E./ ELECTRONIC/  BRIO;Mecxe2nica;2 portas;;3000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-1-0-554020127?xtmc=fiat+uno&xtnp=59&xtcr=39
FIAT;UNO;sp;Vermelho;46000;;Flex;2014;Manual;;Hatch;UNO VIVACE CELEB. 1.0 EVO F. FLEX 8V 3P;Mecxe2nica;2 portas;alarme, trava elxe9trica, som, air bag;23000;https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-554017909?xtmc=fiat+uno&xtnp=59&xtcr=40
FIAT;UNO;sp;Preto;150000;;Flex;2008;Manual;;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;;14500;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/vende-se-fiat-uno-4-portas-554015439?xtmc=fiat+uno&xtnp=59&xtcr=41
FIAT;UNO;sp;Preto;199000;9;Gasolina;2002;Manual;Nxe3o;Passeio;UNO MILLE/ MILLE EX/ SMART 2P;Mecxe2nica;2 portas;trava elxe9trica, alarme, som;7000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-554007370?xtmc=fiat+uno&xtnp=59&xtcr=42
FIAT;UNO;sp;Cinza;110000;8;Flex;2012;Manual;Nxe3o;Hatch;UNO WAY 1.0 EVO FIRE FLEX 8V 2P;Mecxe2nica;2 portas;alarme, som;21000;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-553993503?xtmc=fiat+uno&xtnp=59&xtcr=43
FIAT;UNO;sp;Vermelho;130000;8;Gasolina;1994;Manual;Nxe3o;Hatch;UNO MILLE 1.0/ I.E./ ELECTRONIC/  BRIO;Mecxe2nica;2 portas;som;6500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-telefone-11-94149-8054-553988518?xtmc=fiat+uno&xtnp=59&xtcr=44
FIAT;UNO;sp;Prata;69000;7;Flex;2016;Manual;Nxe3o;Hatch;UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;8500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-2015-2016-553985237?xtmc=fiat+uno&xtnp=59&xtcr=45
FIAT;UNO;sp;Cinza;83441;9;Flex;2011;Manual;Nxe3o;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, trava elxe9trica, vidro elxe9trico, som;19500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-uno-vivace-1-0-flex-4p-2011-553985431?xtmc=fiat+uno&xtnp=59&xtcr=46
FIAT;UNO;sp;Vermelho;0;7;Flex;2011;Manual;Nxe3o;Hatch;UNO WAY 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;24000;https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-1-4-2014-flex-4portas-553985300?xtmc=fiat+uno&xtnp=59&xtcr=47
FIAT;UNO;sp;Preto;72000;1;Flex;2013;Manual;Sim;Hatch;UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;31490;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-553977440?xtmc=fiat+uno&xtnp=59&xtcr=48
FIAT;UNO;sp;Preto;220000;0;Flex;2008;Manual;Nxe3o;Hatch;UNO MILLE CELEB. WAY ECON. 1.0 F.FLEX 4P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;15200;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-completo-08-09-553972792?xtmc=fiat+uno&xtnp=59&xtcr=49
FIAT;UNO;sp;Prata;115000;2;Flex;2010;Manual;Nxe3o;Passeio;;Mecxe2nica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico;18000;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-553971921?xtmc=fiat+uno&xtnp=59&xtcr=50
FIAT;UNO;sp;Prata;57200;3;Flex;2016;Manual;;Hatch;UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica;28800;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-uno-vivace-2016-553961463?xtmc=fiat+uno&xtnp=60&xtcr=3
FIAT;UNO;sp;Vermelho;89200;7;Flex;2012;Manual;Nxe3o;Hatch;UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P;;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som, sensor de rxe9;25900;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-sporting-1-4-553954257?xtmc=fiat+uno&xtnp=60&xtcr=4
FIAT;UNO;sp;Preto;94400;9;Flex;2013;Manual;Nxe3o;Passeio;UNO VIVACE ITALIA 1.0 EVO F. FLEX 8V 5P;Mecxe2nica;4 portas;alarme;19900;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-553953137?xtmc=fiat+uno&xtnp=60&xtcr=5
FIAT;UNO;sp;Branco;130000;0;Flex;2004;Manual;Sim;Hatch;UNO MILLE/ MILLE EX/ SMART 4P;;4 portas;;9900;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-2004-whatsapp-gabriel-pupo-12-98145-1110-500611454?xtmc=fiat+uno&xtnp=60&xtcr=7
FIAT;UNO;sp;Branco;170000;9;Flex;2013;Manual;Sim;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;15500;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-em-perfeito-estado-mecanica-impecavel-e-pneus-novos-551824652?xtmc=fiat+uno&xtnp=60&xtcr=8
FIAT;UNO;sp;Preto;20000;8;Gasolina;1991;Manual;Nxe3o;Passeio;UNO VIVACE CELEB. 1.0 EVO F. FLEX 8V 3P;Mecxe2nica;2 portas;;;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mile-1-0-91-gasolina-andando-pfto-553942560?xtmc=fiat+uno&xtnp=60&xtcr=9
FIAT;UNO;sp;;175508;2;Flex;2012;Manual;;Passeio;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;;4 portas;alarme, ar condicionado, direxe7xe3o hidrxe1ulica, trava elxe9trica, vidro elxe9trico;22500;https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2012-2012-1-0-evo-vivace-8v-flex-4p-manual-553936159?xtmc=fiat+uno&xtnp=60&xtcr=10
FIAT;UNO;sp;Branco;55000;3;Flex;2013;Manual;Nxe3o;Passeio;UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P;Mecxe2nica;2 portas;vidro elxe9trico, trava elxe9trica, air bag, alarme, som;18000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-novo-uno-vivace-2012-2013-553931176?xtmc=fiat+uno&xtnp=60&xtcr=11
FIAT;UNO;sp;Azul;136747;;Gasolina;2002;Manual;Nxe3o;;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;;;trava elxe9trica, vidro elxe9trico;4000;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-553929601?xtmc=fiat+uno&xtnp=60&xtcr=12
FIAT;UNO;sp;Branco;99999;0;;2006;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;10500;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2006-553921922?xtmc=fiat+uno&xtnp=60&xtcr=13
FIAT;UNO;sp;Prata;41377;8;Flex;2016;Manual;Nxe3o;Hatch;UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag;27800;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-1-0-flex-8v-5-pts-531864292?xtmc=fiat+uno&xtnp=60&xtcr=14
FIAT;UNO;sp;Cinza;78000;4;Flex;2013;Manual;Nxe3o;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, ar condicionado, vidro elxe9trico, som;24500;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-548659200?xtmc=fiat+uno&xtnp=60&xtcr=15
FIAT;UNO;sp;Branco;20702;0;Flex;2016;Manual;Nxe3o;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;29000;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-2015-16-ar-condicionado-direcao-hidraulica-553911934?xtmc=fiat+uno&xtnp=60&xtcr=16
FIAT;UNO;sp;Vermelho;70000;7;Gasolina;1996;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;trava elxe9trica, vidro elxe9trico;6000;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-553909263?xtmc=fiat+uno&xtnp=60&xtcr=17
FIAT;UNO;sp;Preto;164862;7;Flex;2007;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;ar condicionado, trava elxe9trica, vidro elxe9trico, som;11900;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-1-0-4p-c-ar-553907861?xtmc=fiat+uno&xtnp=60&xtcr=18
FIAT;UNO;sp;;120000;5;Gasolina;2002;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;trava elxe9trica, alarme;7300;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fire-2002-impecavel-495135689?xtmc=fiat+uno&xtnp=60&xtcr=19
FIAT;UNO;sp;Prata;40000;4;Flex;2016;Manual;Nxe3o;Hatch;UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, ar condicionado, trava elxe9trica, vidro elxe9trico, som;29500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-553901092?xtmc=fiat+uno&xtnp=60&xtcr=20
FIAT;UNO;sp;Cinza;136000;6;Gasolina;1993;Manual;Nxe3o;Passeio;UNO CS/TOP/SPORT 1.5 I.E. / 1.5 /1.3;Mecxe2nica;2 portas;;8000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno1-5-ie-cs-8v-gasolina-2p-manual-1993-1993-508683106?xtmc=fiat+uno&xtnp=60&xtcr=21
FIAT;UNO;sp;Vermelho;52000;0;Flex;2013;Manual;Sim;Hatch;UNO MILLE WAY ECONOMY 1.0 F.FLEX 2P;Mecxe2nica;2 portas;;19999;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-way-1-dono-carro-impecavel-541668288?xtmc=fiat+uno&xtnp=60&xtcr=22
FIAT;UNO;sp;Preto;107;8;Flex;2012;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;13900;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-553887368?xtmc=fiat+uno&xtnp=60&xtcr=23
FORD;VERSAILLES;sp;Vermelho;11111111;;xc1lcool;1993;Manual;Nxe3o;Passeio;VERSAILLES GHIA 2.0I / 2.0 2P E 4P;Hidrxe1ulica;2 portas;vidro elxe9trico, som;6500;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/versailles-6-500-553887355?xtmc=fiat+uno&xtnp=60&xtcr=24
FIAT;UNO;sp;;52017;8;Flex;2011;Manual;;;UNO ATTRACTIVE 1.4 EVO FIRE FLEX 8V 4P;;4 portas;direxe7xe3o hidrxe1ulica, trava elxe9trica, vidro elxe9trico;23900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-evo-attractive-534284698?xtmc=fiat+uno&xtnp=60&xtcr=25
FIAT;UNO;sp;Cinza;102000;0;Gasolina;1991;Manual;Nxe3o;Passeio;UNO MILLE 1.0/ I.E./ ELECTRONIC/  BRIO;Mecxe2nica;2 portas;alarme;7000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-brio-2-dono-553884071?xtmc=fiat+uno&xtnp=60&xtcr=26
FIAT;STRADA;sp;Prata;10930;;Flex;2018;Manual;;;;Hidrxe1ulica;;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme;;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-1-4-3-portas-completa-r-52-000-00-553881687?xtmc=fiat+uno&xtnp=60&xtcr=27
FIAT;UNO;sp;Prata;107000;9;Flex;2012;Manual;Nxe3o;Passeio;UNO MILLE WAY ECONOMY 1.0 F.FLEX 2P;Mecxe2nica;2 portas;;13000;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-553879163?xtmc=fiat+uno&xtnp=60&xtcr=28
FIAT;UNO;sp;Prata;68000;8;Flex;2008;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;;alarme, trava elxe9trica, som;8900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-552069577?xtmc=fiat+uno&xtnp=60&xtcr=29
FIAT;UNO;sp;Azul;186000;0;Gasolina;1994;Manual;Nxe3o;Hatch;UNO MILLE  ELX  2P E 4P;;4 portas;alarme, trava elxe9trica, vidro elxe9trico;9500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-elx-553871963?xtmc=fiat+uno&xtnp=60&xtcr=30
FIAT;UNO;sp;Branco;70000;8;Flex;2008;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;16000;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-552024017?xtmc=fiat+uno&xtnp=60&xtcr=32
FIAT;UNO;sp;Prata;126;0;Flex;2012;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;som;13000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-2012-vende-troca-550049827?xtmc=fiat+uno&xtnp=60&xtcr=33
FIAT;UNO;sp;;25500;9;Flex;2017;Manual;Nxe3o;Passeio;UNO SPORTING 1.3 FLEX 8V 5P;;4 portas;ar condicionado, direxe7xe3o hidrxe1ulica, vidro elxe9trico, trava elxe9trica, air bag, alarme;43990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-sporting-firefly-1-3-flex-2017-top-de-linha-463806944?xtmc=fiat+uno&xtnp=60&xtcr=34
FIAT;UNO;sp;Cinza;0;9;Gasolina;1991;Manual;Nxe3o;Antigo;UNO MILLE 1.0/ I.E./ ELECTRONIC/  BRIO;Mecxe2nica;2 portas;som;5500;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-553858047?xtmc=fiat+uno&xtnp=60&xtcr=36
FIAT;UNO;sp;Cinza;69236;5;Flex;2014;Manual;Nxe3o;Passeio;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, som;24900;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-2014-4p-ar-direcao-e-vidros-otimo-estado-nao-aceito-troca-553851526?xtmc=fiat+uno&xtnp=60&xtcr=37
FIAT;147;sp;Cinza;111111;6;Gasolina;1985;Manual;Nxe3o;Antigo;147 C/ CL;Mecxe2nica;2 portas;;3500;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-147-553841048?xtmc=fiat+uno&xtnp=60&xtcr=38
FIAT;UNO;sp;Branco;200000;5;xc1lcool;2003;Manual;Nxe3o;Passeio;UNO MILLE EP 2P E 4P;Mecxe2nica;4 portas;sensor de rxe9;9000;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-553833116?xtmc=fiat+uno&xtnp=60&xtcr=40
FIAT;UNO;sp;Branco;34352;0;Flex;2016;Manual;Nxe3o;Hatch;UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, ar condicionado, trava elxe9trica, vidro elxe9trico, som;29950;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-attractive-completo-1-0-baixo-km-553826900?xtmc=fiat+uno&xtnp=60&xtcr=41
FIAT;UNO;sp;Prata;31000;;Flex;2015;Manual;Sim;;UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som, sensor de rxe9;31000;https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fiat-uno-attractive-celebration-flex-2015-553824449?xtmc=fiat+uno&xtnp=60&xtcr=42
FIAT;UNO;sp;Prata;89000;8;Flex;2011;Manual;;Passeio;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Mecxe2nica;4 portas;som;17900;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-553822372?xtmc=fiat+uno&xtnp=60&xtcr=43
FIAT;UNO;sp;Branco;37000;5;Flex;2017;Manual;Nxe3o;Hatch;UNO ATTRACTIVE 1.0 FLEX 6V 5P;Hidrxe1ulica;4 portas;air bag, ar condicionado, trava elxe9trica, vidro elxe9trico, som;34000;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2017-553819034?xtmc=fiat+uno&xtnp=60&xtcr=44
FIAT;UNO;sp;Prata;155200;0;Flex;2005;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;alarme, ar condicionado, trava elxe9trica, som;12500;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-553815455?xtmc=fiat+uno&xtnp=60&xtcr=45
FIAT;UNO;sp;Cinza;149000;;Gasolina;2004;Manual;;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;;4 portas;trava elxe9trica, alarme;11900;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-flex-553807052?xtmc=fiat+uno&xtnp=60&xtcr=46
FIAT;STRADA;sp;Prata;78000;6;Flex;2011;Manual;Nxe3o;;STRADA TREKKING 1.4 MPI FIRE FLEX 8V CE;Hidrxe1ulica;2 portas;alarme, trava elxe9trica, vidro elxe9trico, som, sensor de rxe9;26900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-ce-2011-apenas-78mil-km-553798806?xtmc=fiat+uno&xtnp=60&xtcr=48
FIAT;UNO;sp;Vermelho;76;0;Flex;2011;Manual;;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som;8000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-flex-553792411?xtmc=fiat+uno&xtnp=60&xtcr=49
FIAT;UNO;sp;;51000;8;Flex;2013;Manual;;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;alarme, trava elxe9trica;15000;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-uno-economy-2-pts-2013-553786693?xtmc=fiat+uno&xtnp=61&xtcr=1
FIAT;UNO;sp;Cinza;158;5;Gasolina;1994;Manual;Sim;Passeio;UNO MILLE 1.0/ I.E./ ELECTRONIC/  BRIO;Mecxe2nica;2 portas;;6000;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-em-otimo-estado-553778600?xtmc=fiat+uno&xtnp=61&xtcr=3
